customer_id,credit_score,loan_exposure,late_payments
90,619,17419.375168106246,4
91,515,14463.965188042017,0
92,719,14411.989363098844,6
93,645,27699.00354312586,3
94,529,10173.541240885044,4
95,422,5438.039779719814,1
96,729,21118.12019072898,0
97,845,11062.24239557588,9
98,713,1962.3215562571684,4
99,669,15685.410339727152,1
100,558,11997.515464841417,5
101,483,21484.27464811339,9
102,511,12939.02022796721,4
103,442,4304.412499142762,8
104,609,15397.668796294036,5
105,455,12980.167143102637,3
106,792,19152.03424441931,1
107,538,31739.400953096796,1
108,645,20557.902036591087,0
109,500,12794.19946764877,0
110,818,16805.69063916449,8
111,726,7717.390214077085,2
112,490,38504.19153197777,7
113,414,21934.43656679618,8
114,620,11102.935604909657,7
115,708,48767.436245283214,8
116,620,8487.745113336861,1
117,678,26895.44414087672,0
118,527,8402.17298621735,0
119,620,15176.91579973877,4
120,654,2217.5071304619537,3
121,555,59190.18801624508,6
122,527,19922.32442230415,2
123,663,19335.584721386527,6
124,437,19657.496691527675,4
125,451,30030.690364336795,6
126,797,15597.636286217443,3
127,773,30079.697586107886,3
128,808,6941.059400942731,5
129,536,14855.823634985387,3
130,618,18466.500405401905,9
131,761,14952.163234197826,5
132,562,18395.73605236894,7
133,679,9787.072005606264,5
134,472,23723.88273378281,8
135,590,13859.689351617779,1
136,775,9047.336692696412,9
137,570,8190.059887594034,3
138,410,19033.607167259644,5
139,441,13811.004165847567,0
140,660,27650.048787456853,2
141,424,9998.471575173933,0
142,527,22837.728177554298,0
143,632,28741.605302790307,2
144,406,19439.697352297768,6
145,413,17905.44136110157,3
146,796,15023.386129672039,9
147,507,15713.2527506836,1
148,448,7378.724103565998,3
149,440,24586.976074322127,1
150,694,21069.3152479061,5
151,584,9047.943473728856,0
152,537,15642.560896838188,8
153,446,11297.880412392375,5
154,824,44597.54879357578,1
155,760,26029.81017060335,2
156,793,42772.51543268202,0
157,713,12508.551350806863,3
158,548,8294.286503966267,7
159,511,5494.175984269208,2
160,848,8781.746942343661,1
161,503,26454.917413381503,8
162,622,3875.3685723580134,9
163,546,7541.338634759479,0
164,799,18132.498719817973,7
165,748,15403.592010368231,1
166,477,13326.51401323436,9
167,635,10083.89784622443,0
168,775,13658.627302592473,3
169,839,9172.904616361437,1
170,609,8151.315895923064,7
171,430,24397.092616581078,1
172,411,4617.749746571188,2
173,604,8575.731523865305,1
174,833,17146.544343630794,0
175,716,31209.693970736083,6
176,814,38526.95345620538,2
177,429,9387.254305495324,9
178,612,7654.598521285108,1
179,613,12739.110533250998,7
180,464,13656.521060964706,8
181,697,20694.822493525302,2
182,661,15240.970240731065,8
183,706,16459.632439553814,5
184,567,17047.607534193718,3
185,432,26995.782546755225,5
186,760,5008.735218816195,7
187,595,12660.030926008822,4
188,776,14103.327032611025,8
189,689,6528.159785985622,4
190,566,11722.500720935117,7
191,537,16090.153064924549,9
192,583,23008.82682398324,2
193,834,6103.928671955221,8
194,696,23065.62397440078,1
195,436,19462.83002047619,8
196,577,14063.682375410886,7
197,770,33614.72829291203,1
198,807,15516.029363800917,3
199,814,15718.01368712677,2
200,525,10776.725088244208,5
201,837,8790.533609416545,6
202,504,19907.86801776769,6
203,502,42842.06471299095,8
204,521,33425.099454349736,0
205,679,19528.84941407873,9
206,714,12526.658480002967,3
207,454,18322.27782005534,6
208,524,36237.62861485651,0
209,647,14426.39759881629,4
210,619,16969.896544857012,8
211,438,22798.070376784985,1
212,710,17748.399768564897,0
213,413,32747.490602048958,8
214,732,19508.14620815268,0
215,465,30169.754816317134,2
216,738,6743.658459483819,1
217,522,12995.382355695228,1
218,684,19778.49209471937,8
219,797,12974.577343111745,9
220,823,25725.36871543818,4
221,803,23099.26669703724,9
222,494,24219.078793181132,7
223,645,18134.89990083698,6
224,459,15612.257973109377,4
225,697,3660.402893729647,1
226,533,15177.512136973857,1
227,736,22930.57433193212,9
228,687,21081.409124169528,0
229,622,19295.092147372827,6
230,706,16350.682391514432,3
231,724,12603.795878221374,6
232,685,22032.834018480098,5
233,714,28150.406786481755,1
234,815,41427.54128191081,5
235,400,8755.336830531676,0
236,511,8897.953733981245,8
237,440,29731.736878616255,6
238,661,25391.21603650085,7
239,721,21361.267815506868,1
240,400,6599.868803608274,5
241,521,16243.162047196374,8
242,573,20504.908846231137,1
243,591,12058.489128519635,2
244,472,3398.711914666603,4
245,461,13920.830558704043,8
246,463,22623.933175161634,9
247,624,8353.405838078694,2
248,563,25423.823084196152,5
249,470,22171.53807795095,6
250,484,11317.662033222086,7
251,608,25881.21305768046,2
252,510,18867.4973243317,6
253,723,29176.3291688086,6
254,776,52660.14137116346,1
255,490,12589.069240452052,9
256,821,7292.990462043724,2
257,808,17039.38004249388,8
258,601,12266.26857423396,2
259,664,6018.79672230265,3
260,618,18110.291616186918,3
261,780,15144.762788207063,8
262,636,33376.100802565736,7
263,791,12823.076390590342,9
264,596,16876.756960671566,3
265,764,15259.512731416391,3
266,759,44266.25733312305,7
267,773,25504.360223844145,4
268,654,18092.198989422293,2
269,539,37508.09325114617,7
270,630,5689.80195836825,8
271,640,15013.139987327035,6
272,516,15224.648894862587,3
273,815,9427.536827644402,0
274,553,25500.77771889806,2
275,535,4025.870468498057,4
276,840,5116.751797745549,6
277,697,14291.942356839085,2
278,438,47899.51581762333,7
279,710,11504.832086071041,7
280,643,28662.93076027554,1
281,785,18377.540686617904,9
282,543,20780.032767919645,9
283,848,20050.531787706208,2
284,669,16333.30015132787,2
285,449,29505.506106988716,9
286,516,20035.294071826545,9
287,609,24554.322298503317,1
288,666,10553.485468300656,9
289,636,21637.28418828728,7
290,650,19802.28694363575,2
291,725,29801.44429274658,2
292,562,10412.694860149413,8
293,449,23737.321864300724,1
294,403,21474.042217071394,5
295,408,13406.793551078825,0
296,548,18993.402615295287,3
297,534,71394.82612701005,7
298,675,12960.268017050588,0
299,749,27096.437478761876,3
300,506,10841.829371616692,6
301,848,13535.09475475367,7
302,641,22930.43331041512,9
303,503,17279.835361767186,9
304,626,10206.695844935435,7
305,594,13372.78916283349,3
306,834,4536.164475885043,2
307,538,15357.05677441002,6
308,415,17682.618483611353,1
309,718,19232.054603979435,4
310,824,19875.299602603027,2
311,683,15225.584477951103,4
312,812,13699.591738002646,9
313,744,14079.545954912925,0
314,611,10410.212206423745,8
315,592,11252.2031345613,1
316,716,6749.464723559079,3
317,632,18590.891785011336,7
318,568,11572.264593401567,9
319,528,10534.13582417341,5
320,688,9619.856662637822,2
321,462,32400.5155544882,5
322,475,12865.32946123957,8
323,676,13632.946034203416,1
324,539,12813.801717512313,7
325,812,33414.42564628369,6
326,636,7886.933397450658,3
327,643,30416.870557959915,4
328,524,15547.159668991237,3
329,684,12384.77275696875,2
330,682,26094.94492127392,4
331,849,14673.79300979209,4
332,442,3253.801990849709,8
333,770,21850.397016499996,5
334,635,9386.550303754073,4
335,585,15761.867198655542,4
336,757,6681.766347217345,0
337,846,5955.125761029834,6
338,555,11650.415150345436,8
339,595,9852.143086722805,0
340,729,19028.47424340284,2
341,616,13849.868757361583,4
342,848,35117.17727148733,4
343,502,22453.24023261609,9
344,608,15187.11251024338,5
345,673,13851.235210929002,6
346,613,6902.013532515999,7
347,818,22824.41893487592,7
348,679,15463.791980989474,8
349,814,14878.749099336972,2
350,401,8875.942342480366,2
351,804,10768.566256158152,9
352,828,5703.763763030537,7
353,587,15067.250132463936,1
354,498,20327.856605380173,4
355,422,4633.608538901384,0
356,621,28518.015554691872,6
357,570,4919.689527028992,8
358,472,23248.757328431464,2
359,405,17359.906469085818,1
360,730,15267.207555953566,8
361,711,16533.74709087759,2
362,487,20127.60428158349,3
363,548,11578.867534333313,5
364,623,14986.442029253114,2
365,803,7850.25035976291,5
366,520,12510.020652068722,3
367,602,11652.402610647501,7
368,527,8476.341532328595,7
369,613,34453.57509700916,1
370,659,31437.96291035955,6
371,520,13702.471627832932,7
372,642,13342.075456950559,2
373,568,14589.827679989201,9
374,598,9353.165155111075,9
375,522,13909.353048628693,1
376,727,11627.683143810318,4
377,709,31313.901452587612,5
378,549,19255.85809791745,7
379,402,27650.531723203272,8
380,517,9443.629956459012,9
381,506,23084.975617934026,6
382,401,23686.802117214862,1
383,808,20316.928789916037,5
384,688,36441.057072553085,9
385,698,16527.374877268685,2
386,653,39512.35701065102,0
387,783,24300.632312296824,6
388,430,4693.675647758938,5
389,523,28709.807419728048,6
390,585,14197.701053965879,1
391,820,20679.738042796795,4
392,524,29842.664713971157,3
393,634,10555.495596207284,3
394,474,5902.901237280263,7
395,729,18372.214824546078,4
396,684,11076.462704950254,3
397,632,37540.77824133277,7
398,830,15201.463438536413,7
399,725,30691.6651126747,9
400,659,43022.69530021275,6
401,571,10868.899098030324,4
402,656,14678.429333172806,5
403,706,33695.75788763565,3
404,752,23057.997341182345,3
405,728,13147.263663224834,8
406,610,15971.472260345497,7
407,709,15713.639975631222,3
408,403,14903.024476106259,2
409,403,25264.97300917528,3
410,485,22251.6071774053,5
411,633,16768.37111362558,3
412,429,10848.888186656563,9
413,510,14036.76090502221,5
414,815,7934.658578913995,4
415,716,7839.443468633604,3
416,410,12541.49016228675,4
417,824,29419.71230302302,2
418,825,8429.457707938891,3
419,433,10153.066100001253,6
420,590,9537.814731600858,2
421,819,8066.618896228363,2
422,659,13508.468417424632,8
423,748,27191.014527336087,3
424,667,22656.03447390138,9
425,716,17765.372292422235,2
426,572,42216.595709083864,8
427,555,3975.461136696535,9
428,800,19953.19891260884,9
429,504,8749.15010420476,2
430,793,10876.23222573669,9
431,437,16933.35206217313,6
432,560,18526.89620413851,4
433,678,15798.915055872045,0
434,761,25697.639590141123,9
435,414,10968.497114152224,1
436,425,27076.31297664284,3
437,541,9182.707134361446,9
438,455,24230.52427656392,4
439,527,11008.163715416196,2
440,431,9873.952614819435,2
441,808,13186.30985814527,5
442,572,24436.79280758337,8
443,530,15780.324763111972,4
444,443,10212.430081413147,3
445,758,26552.04633534366,0
446,657,18567.64061031005,4
447,613,13091.182940723744,5
448,843,15262.407085793691,1
449,430,15030.209526917226,9
450,517,11476.885123845766,9
451,775,15978.093762540959,1
452,840,24260.8329097256,9
453,571,7776.6181766884,7
454,637,13264.080629626655,3
455,561,6964.316320130433,4
456,740,24132.601829812516,6
457,747,20622.07676822789,6
458,839,5040.02988922287,5
459,499,33202.365392582346,4
460,760,6467.210350245616,5
461,833,19434.439328563694,7
462,517,7157.083611284682,4
463,415,21131.548429619022,2
464,520,17003.660629110986,9
465,715,12344.79365094725,1
466,838,11721.03945653128,9
467,542,9702.993661004091,1
468,748,5780.941651885926,5
469,509,14290.578738536125,6
470,645,3598.8984103432326,1
471,644,14646.865599758381,8
472,450,24603.43476991462,0
473,419,16703.630003239574,1
474,680,11070.873708033145,8
475,501,19032.00429876909,4
476,792,13958.06091932787,5
477,476,11718.776254616952,5
478,820,23758.490555751323,8
479,588,5713.802295749379,4
480,610,17642.402468492895,3
481,707,7301.522525495675,0
482,665,12937.83716711659,6
483,693,14729.716630699342,7
484,759,17432.439455121905,0
485,765,13490.16258297769,2
486,479,17297.65474242006,3
487,834,17988.79755203994,6
488,663,12134.199754902098,0
489,769,15671.81333684369,6
490,558,9839.81158153364,4
491,681,24458.55163660733,1
492,723,25072.02277145941,1
493,792,23715.886241771637,3
494,754,24878.30379179068,4
495,607,5570.651833992998,0
496,816,9434.074657359142,5
497,603,39169.48300316373,5
498,449,39857.70810845712,5
499,659,58330.76073502363,6
500,426,15739.950387017934,7
501,402,7892.792769007157,7
502,560,12120.687667712054,1
503,523,7432.762659406724,2
504,701,18773.268292194367,3
505,786,9989.066011365707,5
506,554,6924.92289695402,8
507,433,29320.927977703886,0
508,672,29804.563610685967,2
509,519,17262.796890067242,9
510,813,9832.81489249259,7
511,555,11369.545335073793,9
512,703,30704.90114294542,0
513,509,19898.943784295905,9
514,472,10990.77816301987,8
515,799,12386.243879576281,1
516,540,36992.745982674605,3
517,824,21493.558935597815,8
518,612,9278.303183167382,5
519,496,23548.64384018982,9
520,644,14203.71163856433,9
521,494,27166.690024473442,3
522,500,18349.401621555222,8
523,444,16128.300170824226,3
524,513,20345.43637597008,4
525,781,8895.052327770649,9
526,819,6991.845400779235,2
527,575,17684.753734961774,9
528,730,30347.01979904935,5
529,588,18155.16901696562,5
530,707,19263.38305928716,8
531,571,10993.986518912854,6
532,786,16468.005959500035,4
533,488,9003.34142042119,1
534,810,7212.1694871842255,6
535,685,9751.609603140076,4
536,693,15459.02904099277,4
537,794,3291.4396461502374,6
538,728,13387.720626810704,4
539,729,21760.72863742431,9
540,541,22867.321354881384,5
541,658,31871.825583811027,5
542,694,7351.627066412024,6
543,458,53515.555541672795,2
544,520,12112.27534562752,6
545,839,26614.300784018644,4
546,751,13737.671783308924,2
547,752,10654.128342661668,9
548,417,21620.504907328683,4
549,692,35807.479393540605,1
550,835,5156.084658938805,6
551,828,21036.592434119226,5
552,831,37363.55424834111,6
553,677,24198.44239034004,4
554,623,23672.118453766507,1
555,744,11160.16332724771,1
556,564,36905.657132087916,1
557,441,21307.618269266666,4
558,686,13023.285416772545,5
559,593,31499.89997004432,1
560,641,5397.783082310205,0
561,437,23219.52925919135,5
562,468,8245.468306133062,1
563,788,13978.686100740439,3
564,677,30393.423283753586,6
565,626,7988.816818340974,2
566,673,20322.33146972089,0
567,635,4103.204904441619,2
568,538,18123.48501930571,8
569,629,5793.358246241931,9
570,649,37870.97652412944,1
571,673,25645.06002635848,8
572,563,22944.609852331243,6
573,650,19530.657963149442,6
574,827,11526.860280510089,9
575,583,8773.392741050673,9
576,406,31542.226530305146,4
577,769,36288.030091313645,2
578,497,33871.70721779104,4
579,633,6596.799307999456,5
580,518,18718.375048074264,9
581,777,15662.697280030221,8
582,779,18868.424323384257,4
583,405,16934.54225684364,6
584,460,23468.2279764277,9
585,745,19115.64579810711,0
586,841,16163.42068770471,3
587,498,28915.45113480536,5
588,595,13315.933017504502,6
589,793,18136.45214489333,9
590,546,11804.996916370106,4
591,486,2272.284106642549,4
592,454,13246.984086852282,5
593,532,19896.55439020934,6
594,429,15282.51596720545,2
595,830,31889.499331151157,5
596,498,27434.943696506354,1
597,696,20640.841858803607,8
598,788,20201.04471301311,0
599,683,28019.258488280153,4
600,405,22554.796616788466,2
601,663,24512.66255524737,1
602,575,25354.073085084943,1
603,651,29206.026395752848,4
604,785,21355.732061483755,6
605,454,23371.216950392896,0
606,568,26410.231913558775,7
607,571,10066.941106598815,6
608,520,11816.064640670524,8
609,433,18716.02307884796,5
610,469,2609.8632897334346,5
611,697,24060.842588578045,6
612,504,11239.399026034047,9
613,849,8317.769606939199,2
614,688,24287.550414113502,8
615,799,10426.752922109497,2
616,673,8484.314889359053,0
617,750,30909.24344648318,3
618,706,29466.967209869857,5
619,412,21457.520354289278,5
620,714,49933.45385196516,8
621,401,6372.929202970177,0
622,677,13885.235211231198,4
623,787,5372.565471431151,9
624,456,16377.510044304374,4
625,776,28594.198042798344,7
626,569,20901.02256379876,6
627,484,23514.62009225993,4
628,789,18309.8655885867,4
629,455,17095.026618436492,2
630,624,23431.760005027987,8
631,577,18724.477277414873,0
632,642,27084.310399614962,7
633,838,19497.236931130992,0
634,599,15515.597066348895,0
635,480,30390.162972159684,1
636,645,22072.67308267818,0
637,658,22702.691232033256,9
638,767,18005.624358031837,0
639,771,16184.79596472018,8
640,769,19572.384505691898,7
641,844,24712.20085250801,1
642,499,5737.24206053761,8
643,806,10831.11950960885,1
644,787,25047.95145192783,8
645,790,13016.59843046703,6
646,437,12541.446019714247,9
647,437,36108.71781569534,9
648,528,11977.854332727156,0
649,464,2894.752170351856,9
650,594,4204.48576718203,4
651,429,12775.370699592275,2
652,407,6094.831561859213,8
653,714,12585.2440290578,1
654,827,15473.352775244672,2
655,488,22181.829063256286,0
656,622,8384.379926072972,0
657,544,9802.780849193714,3
658,570,16785.899206435635,4
659,580,26946.803153645502,9
660,647,9219.615228089397,2
661,458,10172.110861662337,7
662,802,14612.092565391757,8
663,521,36205.59638846506,0
664,667,11609.529803114709,8
665,798,9777.716326862937,5
666,616,16712.85727109508,7
667,416,22042.912350384304,7
668,553,19585.69102994146,8
669,729,22561.258165156967,6
670,724,21722.991285482618,5
671,746,26068.834274648147,8
672,444,19101.479122890116,7
673,468,20932.049449343092,2
674,504,27254.796742013015,5
675,788,13233.355396394336,3
676,608,24184.815011590672,7
677,420,42874.978078309636,2
678,611,31903.3586691139,2
679,407,25974.91725603822,5
680,427,22265.645219605773,4
681,699,12064.32080845791,1
682,633,16911.4359300804,2
683,709,12256.171785833318,4
684,634,12651.8820511804,8
685,566,13008.358485852235,2
686,484,12602.665842415494,7
687,446,28824.616008794535,2
688,816,23726.093189625808,1
689,515,25061.344384770746,9
690,533,8391.076343591692,0
691,531,8673.188792912173,4
692,456,15066.111282116173,2
693,847,24860.305511152557,9
694,676,16276.28617425968,2
695,694,11821.522364293189,3
696,459,14196.145398357656,2
697,459,9850.033742867216,1
698,601,14241.268524120658,1
699,545,13523.481463881812,7
700,694,19161.962325894376,8
701,554,19456.08733426096,8
702,456,29061.516501443708,6
703,544,24723.428783627733,6
704,798,31731.991231052183,7
705,488,30909.514467618003,9
706,517,8211.65468350417,6
707,820,11816.236489713752,6
708,654,7783.46680123969,8
709,713,13269.330675507344,3
710,403,4872.67582642908,5
711,776,13487.098940511787,5
712,638,30431.226595529395,9
713,539,10083.75912201345,7
714,673,5908.573453181232,0
715,600,8246.353306389512,9
716,576,32773.69454746479,3
717,760,18138.02842429994,7
718,438,14837.852162656389,4
719,416,13244.246476440256,4
720,847,20275.451298648353,7
721,502,8313.797778039885,0
722,773,33791.154655036,5
723,401,18047.455236371334,1
724,690,19950.2290455994,0
725,476,6800.852184151206,0
726,745,24928.456308518744,6
727,712,22198.76090592203,5
728,693,7775.286803111118,0
729,643,13619.433671437864,1
730,473,11649.570237452312,6
731,553,14966.346647128334,3
732,835,16658.217321759475,6
733,818,21842.77549968536,4
734,676,11481.17863996106,9
735,449,21077.271310444215,4
736,437,10184.597280945154,2
737,585,14728.859196638274,0
738,477,20831.193511201927,8
739,436,21735.48202348199,5
740,584,16880.437041381378,5
741,638,13938.705721759849,4
742,763,15340.894526218697,0
743,522,29590.597446558822,2
744,452,4956.925746079614,0
745,707,21956.23204571428,5
746,541,7771.4970215026515,8
747,584,19931.218999439603,4
748,615,13288.016183247248,9
749,450,39276.42823765005,7
750,465,23703.561195886374,4
751,487,15728.078506486341,6
752,766,31010.921541664593,7
753,500,9291.342673983701,5
754,515,20291.260061766607,6
755,725,5455.703822006299,0
756,478,14841.519866986768,3
757,611,11671.616218748373,7
758,690,13988.913885581074,7
759,832,4804.815394257167,0
760,568,36692.805409966444,9
761,430,3441.023912431718,5
762,477,11951.642349397454,6
763,477,8061.129562037894,8
764,504,2971.6265191334246,7
765,807,11551.751117571162,8
766,572,8776.893161195345,0
767,497,12141.54003028809,7
768,542,2354.5284409723467,6
769,812,12858.592919955108,8
770,616,16448.152527290877,1
771,848,9803.040626094918,8
772,444,17233.012317028202,5
773,452,12064.003594174208,6
774,589,18044.68820037817,2
775,531,17374.877434321268,8
776,618,33870.26633355504,1
777,409,46570.68378082913,0
778,648,11268.012581467272,6
779,493,17228.52058261185,4
780,518,20818.13764030688,4
781,523,12497.528866306002,6
782,552,7950.336098062677,9
783,632,13391.54142533973,5
784,642,30067.3240816885,5
785,693,50525.13982798592,8
786,486,31790.153679902087,3
787,500,31687.324427477262,0
788,680,30145.700410570982,2
789,727,17832.30863479143,5
790,449,15866.087576683836,9
791,701,3843.801150881792,1
792,432,28055.9634891529,3
793,799,18204.227422172284,2
794,418,6600.651536781811,8
795,404,31507.30988456265,5
796,442,19933.993562514606,1
797,442,17028.185877735268,5
798,598,6127.072243494691,9
799,657,28699.68821714489,4
800,808,33055.324664032385,7
801,805,13756.727934684315,4
802,711,27656.82857765892,1
803,657,16607.262361149416,4
804,769,3759.9748896589113,1
805,428,17486.39776541049,4
806,846,21108.84337485575,3
807,694,25037.20319874129,9
808,557,6881.359497061376,4
809,651,4655.526941369974,6
810,450,14373.930817054721,5
811,845,10635.790983179782,7
812,769,40738.07950155128,5
813,500,2809.575943516208,8
814,832,14482.293231678255,0
815,461,12940.767248495247,7
816,787,25321.847546672387,3
817,829,16333.61403352135,8
818,522,2446.481745611669,7
819,613,35874.48376889876,0
820,707,11852.096177243087,2
821,486,22320.6286351882,3
822,632,35158.469210233976,9
823,829,4642.92345543587,9
824,738,15146.095706703754,3
825,404,7994.501636326761,2
826,496,29826.66229563831,2
827,792,21908.4807068622,1
828,523,22182.82136379865,7
829,771,35293.391270351014,4
830,576,19404.120172009938,9
831,648,15515.368781128262,7
832,807,16399.545071052224,7
833,477,44259.22442745036,9
834,509,17213.07283796258,6
835,692,15267.328662274549,1
836,812,22567.71260269972,0
837,500,14399.62847273698,1
838,703,17953.823778777238,3
839,582,16084.233073486606,1
840,618,17138.68526585612,3
841,429,27677.51234047226,7
842,574,10329.760562790956,0
843,537,22454.697367643897,1
844,765,21344.82013373268,2
845,416,8864.962516822246,7
846,541,27220.36685360707,9
847,693,35921.40139564249,6
848,656,15193.946558453847,0
849,547,16772.508116918805,2
850,559,19572.358526715187,6
851,660,15195.068142690947,9
852,782,14773.671081007415,7
853,498,31081.579490325068,3
854,552,7115.684365907277,8
855,553,33363.086906345896,6
856,506,24502.11451473763,1
857,606,7464.307014056022,8
858,638,20190.167894135982,9
859,731,19347.700473392728,3
860,469,20271.597859124893,7
861,643,8659.131717047712,6
862,629,11932.784870838583,9
863,626,27463.933053741224,6
864,734,17231.908460748473,2
865,634,10761.346730987214,2
866,611,39493.951058313,2
867,564,12604.789490450303,4
868,568,36661.37774964126,6
869,770,26767.076361389736,3
870,804,41547.21422120402,8
871,555,23832.679919125447,2
872,669,22054.761190175584,9
873,848,8386.659953035203,2
874,428,11854.401862178904,1
875,435,34588.56649765962,2
876,571,47278.03783830605,5
877,626,25211.417753980837,9
878,829,10800.872014574521,6
879,730,28621.419212474146,8
880,788,8748.508223523435,0
881,592,14155.67989366769,0
882,700,10966.707518075247,8
883,449,13948.946406541247,5
884,627,13437.467326868977,8
885,638,18803.22830568504,3
886,824,30492.243721249346,8
887,403,12525.036558178239,7
888,459,15049.448510316231,5
889,620,13939.328833402538,6
890,830,4440.088508728915,3
891,642,15237.435045714714,3
892,514,6262.764976869055,9
893,594,29601.273112836207,3
894,745,25740.22841750948,1
895,613,11497.144785407514,2
896,630,8690.149456564966,1
897,784,30588.478577276022,0
898,759,23727.373911529325,4
899,694,16609.481227064563,3
900,404,19591.93990669324,8
901,722,20474.21285759656,0
902,573,7616.48045367686,3
903,730,11963.152974466366,7
904,472,7053.701508616061,3
905,494,15249.408833385767,1
906,776,4702.89657560574,7
907,665,13944.264706724827,7
908,434,19748.543255843433,1
909,694,4416.437444503535,2
910,430,15017.698370581911,3
911,762,25589.461547939987,2
912,795,59736.036920058454,0
913,819,10449.465682873442,2
914,414,21080.455171934664,7
915,640,15271.333784982695,3
916,799,19978.918505731614,0
917,470,23047.912918053764,3
918,529,31613.259493601177,1
919,487,14274.606202190336,6
920,631,5356.830949148995,4
921,491,3870.0331500151024,0
922,573,13722.206646018627,4
923,596,15926.841293851961,7
924,839,16599.845795367335,5
925,738,6792.101199976623,4
926,652,26822.437373020293,3
927,497,8325.469581400735,4
928,582,17337.699110195987,5
929,797,9914.018677495236,7
930,521,12680.726680269476,4
931,417,18621.009906010095,2
932,701,17136.175775890846,9
933,530,27165.658285949077,1
934,611,5332.169385331143,1
935,581,11734.823733304676,8
936,623,2398.069724844663,7
937,731,19506.612267507506,7
938,576,11105.515209400533,6
939,719,19724.417251894727,8
940,728,15598.942856171408,9
941,564,21006.791227655896,8
942,580,20543.11559300304,9
943,813,14388.921018562876,8
944,526,35280.127699544464,9
945,508,20238.00242206156,8
946,586,20114.56189030571,5
947,739,16245.620553289307,1
948,579,6399.159336870346,1
949,619,15520.673793131677,6
950,491,12667.073211857392,3
951,825,28931.574829478646,3
952,747,12621.193264771246,0
953,476,5313.549634985181,3
954,682,42415.07733234242,2
955,474,18346.03590352605,9
956,483,30786.905864027434,7
957,562,14560.793326670246,0
958,569,25379.56398495824,8
959,800,7098.973958836214,3
960,464,31699.997438829385,6
961,405,29099.306920717765,2
962,736,7813.211334172514,4
963,631,27387.072151344466,9
964,565,22720.243012015453,4
965,705,34138.95288710184,7
966,843,27865.286562409296,9
967,710,14710.180949000442,2
968,493,21342.222017870437,3
969,838,7123.100502637292,2
970,602,12672.26541186859,4
971,490,25506.263357555228,9
972,437,15139.225287987923,6
973,433,14990.80310898275,0
974,707,6502.871921476668,9
975,711,15429.188767814907,7
976,841,14289.637247571185,5
977,791,10216.771447529482,4
978,757,4236.327112365659,3
979,480,16271.597525018326,4
980,674,22910.21304723103,4
981,689,7041.695761988462,2
982,704,17014.796485619787,5
983,587,14604.025345889708,6
984,606,14467.989038983887,9
985,417,4015.514047575119,4
986,849,9516.866958301793,5
987,480,17281.76864179005,4
988,673,14820.401192782916,6
989,591,10430.803293037214,6
990,755,16634.00969470175,1
991,720,10243.98520615839,5
992,577,23523.101555636506,9
993,672,17342.978224712664,1
994,529,14403.608213810468,7
995,755,18336.777546279147,2
996,638,20439.848104465593,3
