customer_id,age,income,employment_years
146,23,42680.82895284152,25
147,29,18497.024024338847,29
148,48,42498.955708105306,28
149,69,49660.04567506718,4
150,27,39868.38624788915,12
151,42,73312.52090548933,9
152,69,40174.866373505254,1
153,34,66573.92557072463,17
154,54,52482.75867534119,13
155,31,50341.05734022298,6
156,31,33912.78660796058,29
157,28,96701.82396897547,13
158,63,87500.57378602991,2
159,51,58009.268783541906,5
160,27,53434.75425041341,18
161,29,68582.20950176971,8
162,26,62680.97235998635,11
163,64,27616.554500229406,8
164,69,40012.542809713144,20
165,65,48636.18061940348,23
166,57,56349.54708798543,17
167,59,91626.99564152898,16
168,48,102071.16441116485,9
169,34,77137.89085755587,10
170,38,64081.6969955293,3
171,23,65253.95178308532,1
172,55,83003.32294163716,15
173,29,93524.30368389233,25
174,33,48546.07608129599,16
175,23,28632.255949512477,14
176,49,82262.04766052953,29
177,38,51494.49206974644,27
178,33,57043.15714872282,15
179,66,66351.55437937386,20
180,65,72422.28308587236,10
181,44,58502.447225185286,6
182,69,38509.46523892152,17
183,31,46664.66519348222,21
184,30,70252.41141682267,6
185,41,62205.00485938523,16
186,37,51790.717318994524,20
187,54,76978.83342440735,5
188,35,73888.61897724867,19
189,37,55507.66535748467,7
190,24,81093.14119804253,16
191,30,53897.72980574067,26
192,24,49382.27932465653,26
193,46,53744.80923402148,23
194,32,33913.0962741606,19
195,58,64733.825893339184,22
196,40,31880.15115582408,27
197,46,38967.871269010895,24
198,67,68753.50012773758,29
199,54,69782.39334323275,9
200,61,46057.45712691191,4
201,69,67101.73361712164,12
202,23,55458.85403403963,1
203,51,38260.89740211109,8
204,53,95433.00260102007,22
205,63,21928.03967494685,2
206,32,85494.12467655403,13
207,54,30014.4285380194,21
208,48,75490.77389337096,9
209,56,28089.06353010718,3
210,40,47991.31545870011,29
211,39,59503.14564900497,4
212,31,81080.49972065445,21
213,69,66566.07251972497,10
214,24,72900.82526842158,11
215,41,63581.26058325355,12
216,27,80802.01481146179,7
217,66,56042.59613551259,28
218,54,39657.40259341044,9
219,60,52598.8321764517,20
220,26,72175.70063938922,27
221,41,49800.58622209629,5
222,67,99862.58068172247,1
223,48,59806.97591243096,17
224,54,65062.40043332556,22
225,48,83419.26035780508,8
226,50,60749.34865011636,3
227,27,67007.61945362794,14
228,27,32639.15038551472,9
229,41,57617.60996259962,11
230,33,82212.01277305529,5
231,48,82534.04580310386,1
232,48,52094.00221156741,4
233,26,45820.28445034752,6
234,62,90110.93737585784,16
235,29,59355.15988610766,14
236,62,46199.9803046471,26
237,50,42408.79673502286,27
238,26,79311.13751751599,5
239,40,45580.01425828544,27
240,69,82100.33396597987,7
241,61,73010.05116533903,25
242,36,67502.49997937659,16
243,27,58889.74856103523,23
244,54,90400.64226244144,1
245,66,46100.54608285004,7
246,52,50441.4346144554,7
247,31,53913.28194469612,2
248,53,30463.906268651634,1
249,49,48630.61382425891,12
250,26,94954.45964616339,16
251,32,4465.536649458911,6
252,33,74156.07074848881,9
253,58,40880.809144869214,27
254,35,70345.80608912288,22
255,46,65728.7363469551,13
256,30,38560.085311356124,9
257,57,57585.61366308706,24
258,67,40561.84560874204,21
259,27,64281.74285004723,12
260,69,59269.437678434515,29
261,57,49742.189251723205,21
262,29,57879.398030385935,28
263,52,39279.97405919617,16
264,29,55123.54066209368,29
265,52,54580.69922262256,21
266,64,112869.17569182179,24
267,55,35519.77877412991,2
268,65,63295.18472748254,11
269,64,68313.03296589346,9
270,49,50878.34916065106,17
271,25,63686.69562071947,27
272,26,73554.81657377079,26
273,48,76322.87245649684,2
274,28,61490.56442319043,3
275,30,30796.75657685723,23
276,40,53247.406799781595,6
277,44,68907.89018632521,17
278,66,53220.63198230641,1
279,38,57769.24221752924,25
280,47,70609.5580081945,6
281,34,90619.52631543524,22
282,48,55457.43736555379,22
283,46,44565.8149181826,15
284,46,90275.33316124933,7
285,40,49984.428497882305,6
286,64,64877.65681186043,24
287,45,83807.48604690812,16
288,41,49037.679346861194,2
289,44,65392.262468175046,1
290,62,83047.1503763822,18
291,49,73777.37457920954,29
292,63,67772.10146028062,16
293,50,41512.73429679524,21
294,35,52798.55382043055,24
295,30,45833.323834709125,12
296,49,50636.48392395888,20
297,39,49698.93115607892,21
298,29,46084.92650936569,24
299,60,57297.58697981948,29
300,67,95244.24313729438,21
301,25,39170.12112545395,15
302,32,39986.33859506305,14
303,60,50354.80090464795,27
304,52,45121.98206751637,6
305,48,75693.90173621723,16
306,31,63478.07485850996,25
307,27,80965.93872992232,9
308,64,38764.99566934955,24
309,56,42429.96000146541,18
310,32,55170.538761072006,5
311,23,27457.9729709557,21
312,25,56859.15878659333,23
313,39,25600.478244829377,27
314,39,75714.17572469218,10
315,48,66510.67084405202,19
316,50,73581.19979227678,4
317,53,48553.086458185295,28
318,29,31166.5655704457,1
319,66,63669.99589088307,20
320,34,30725.57300889998,7
321,59,79376.71017543261,4
322,51,65388.252601017884,20
323,41,65643.29801747101,12
324,22,66288.36712151568,15
325,67,63934.76615681815,28
326,63,67468.27941143667,15
327,26,75085.33738562967,1
328,61,67634.95969581541,3
329,43,68326.17853149041,15
330,23,72295.29307590405,17
331,45,61549.523122611434,25
332,35,56848.40170710528,23
333,50,73820.75221493276,2
334,33,22436.035425772752,1
335,69,64941.18983953416,24
336,29,19182.19908656848,6
337,35,60909.437711896535,13
338,67,71786.95230086993,26
339,53,39236.90299924498,1
340,28,35579.26172926619,26
341,44,49757.90795528104,20
342,56,66308.20137479632,28
343,41,56341.15119484477,1
344,56,76259.14018614416,1
345,29,70141.220459256,23
346,52,62854.0331835801,23
347,41,52999.12820861872,13
348,36,66294.1251687203,1
349,25,48115.10209075647,20
350,66,61036.465577650495,3
351,67,43997.3124508796,4
352,58,35421.77551711572,21
353,27,58405.57120040485,16
354,51,63977.82626816059,23
355,27,61672.942438578604,23
356,43,55555.3714012819,28
357,32,58881.65375760528,2
358,50,72172.42350163023,26
359,50,39440.20436083986,4
360,42,100992.53776757362,10
361,42,27017.209623440212,17
362,44,44823.30939407142,3
363,57,93368.0627141677,27
364,68,82820.49693960298,25
365,45,36423.11190001431,10
366,48,99269.55976728475,9
367,23,56356.1282429034,12
368,27,68113.38215503568,28
369,22,84179.74495691329,2
370,60,87025.35840584613,1
371,44,67437.46163600107,28
372,65,25742.04021585272,13
373,22,72899.21301010533,5
374,51,75446.29251472058,13
375,66,42188.04922741967,16
376,46,49509.152790583335,1
377,68,18037.837696854418,11
378,31,82775.52231567384,27
379,56,65674.81677798597,17
380,65,93454.09825009451,20
381,62,76041.89758596246,9
382,65,39056.26187252773,8
383,67,53326.25661687057,18
384,35,80421.747506629,28
385,38,68602.77306367533,25
386,54,40224.62950269117,19
387,68,18764.473032129586,15
388,32,54934.953296599575,19
389,65,82474.2713167234,13
390,69,60804.421524633945,11
391,65,89579.87822867662,21
392,37,47951.28067120683,23
393,61,53579.90131681195,24
394,46,48066.44308671095,17
395,59,47858.652983900865,17
396,51,53358.061091948715,8
397,32,30307.17727438405,2
398,61,68513.3688085549,2
399,29,83356.6719174135,12
400,69,61798.04774227341,9
401,31,65966.38794985772,10
402,32,87876.19317694809,8
403,31,63813.47423429408,14
404,42,77190.78410844033,8
405,58,77859.45805724122,5
406,53,78874.45609132183,13
407,65,64760.19175739988,29
408,57,50705.545890951806,24
409,45,86832.47324897304,4
410,64,57816.70492764746,26
411,53,58177.55586432411,14
412,62,76979.86944382229,9
413,38,88845.97199587246,11
414,59,58945.939333708855,25
415,35,17466.319916784953,3
416,66,58189.82136039973,9
417,60,78862.0953757747,20
418,36,85836.5732485156,12
419,34,68800.34596190226,24
420,64,77535.99243380659,24
421,47,50010.97192167552,25
422,56,40525.32870390475,1
423,54,57533.649224246496,9
424,28,72803.00273515153,11
425,64,59371.46899360049,26
426,43,97184.32954453139,27
427,57,37214.09660551786,10
428,33,60644.204947568476,13
429,45,42730.1777552564,6
430,51,32004.68991648167,6
431,50,70104.58321738197,25
432,41,68898.7785044948,12
433,64,66586.88646841176,9
434,58,72666.88241144604,9
435,28,24822.64662221539,6
436,49,77196.75758445986,18
437,60,75285.04265618463,23
438,56,64208.999667955715,19
439,66,45938.00164034929,5
440,52,59294.54682683274,10
441,46,43243.31602757361,3
442,63,79078.07056717608,20
443,24,11720.979685817001,26
444,49,72558.93866008203,1
445,57,94924.57481355264,6
446,42,71907.18371057455,24
447,68,49265.87824275764,7
448,58,65564.23002593471,1
449,69,33890.26514163512,4
450,31,30206.92150914637,5
451,54,48825.66956863557,8
452,56,69721.31880456975,27
453,60,41301.45968635636,15
454,34,82740.08777377704,14
455,37,38786.05429004313,26
456,42,19237.56254246091,22
457,32,59427.90308129218,7
458,69,72039.10376301584,11
459,52,113546.49981518339,8
460,54,82839.2187838598,16
461,42,62547.97573489685,15
462,65,56031.46460057733,2
463,46,72668.95655488489,1
464,39,44994.84054839133,13
465,69,82889.30638837304,24
466,63,20847.39033412625,7
467,47,66064.14368838766,24
468,49,72194.09914543376,11
469,53,65755.9460334093,11
470,48,29993.09189777697,18
471,22,66026.28465907367,24
472,59,44296.939539205094,19
473,37,56436.710172354244,4
474,65,44728.17806379614,20
475,50,83175.16055034456,3
476,54,64575.41426812233,21
477,41,42294.15527367251,20
478,33,78994.5845146739,23
479,36,69771.47016856156,18
480,49,79858.21613053577,6
481,59,34576.84113377475,9
482,67,48655.22713366694,7
483,51,48896.87836244408,3
484,38,47260.177409533455,2
485,22,85937.82688732051,8
486,32,80057.05310162742,27
487,30,70267.04555840418,18
488,52,63379.507494073674,29
489,51,44677.49254415257,12
490,40,61824.842717899766,22
491,22,64362.29830985389,8
492,51,52317.954400419105,15
493,67,37097.25814241789,13
494,42,81166.81068591798,17
495,51,56971.027364225505,18
496,58,43160.48591156506,9
497,40,37121.079558834106,27
498,40,62367.788840947724,29
499,39,47381.659453391934,15
500,48,45069.2521147825,12
501,61,43174.20272263681,19
502,39,50112.744228022166,26
503,23,74851.97800785751,17
504,42,74126.07428882884,10
505,25,62306.111201760534,18
506,38,28858.31004977121,24
507,66,35252.77550403068,5
508,45,34932.627440305354,19
509,67,53865.71765845425,28
510,68,41835.46269231754,3
511,36,51884.921354026985,5
512,63,76190.76592191096,2
513,47,52680.91297807951,13
514,67,110882.55093991218,8
515,45,57530.8419762111,4
516,43,76827.95030729639,3
517,59,66219.90858562253,9
518,35,48714.380038959265,29
519,51,72569.45128124996,14
520,29,95281.02371523393,26
521,51,94641.97208059419,2
522,36,31661.80140578973,3
523,65,74647.04555709379,7
524,43,100146.25506664094,3
525,34,58775.35270099238,4
526,62,61960.01025725937,23
527,40,83177.15118168468,8
528,29,51986.31779903886,15
529,45,95059.29343602242,12
530,36,54600.95311708939,4
531,65,56131.181452912104,18
532,42,65219.965455763864,5
533,23,44264.57795173126,1
534,23,72449.12981120181,9
535,26,62583.946662789225,16
536,52,46704.72494478589,27
537,38,62429.27156260419,16
538,61,69003.41284317858,26
539,37,42665.1939243089,28
540,65,87684.6298607974,29
541,36,48554.65998089216,20
542,38,106651.55169749548,5
543,65,66630.52761102452,27
544,68,35409.29795296618,15
545,58,100567.03406004896,14
546,59,73115.80398728912,10
547,49,39130.89687042982,17
548,34,87926.72171184441,25
549,69,72107.76828950059,14
550,45,69329.65019258494,8
551,43,77349.66781827471,18
552,57,58527.72968843376,26
553,22,39855.86774395179,29
554,41,55638.53243806294,12
555,68,49288.55913280276,16
556,66,96346.38898208839,20
557,28,44100.389892978426,13
558,63,37938.425443221066,13
559,47,73364.37030541802,11
560,41,66667.02450162539,2
561,58,49826.48692704263,24
562,46,66964.22406480595,20
563,25,34397.23650560595,12
564,63,42172.56989774006,28
565,51,82611.1152773886,18
566,53,48557.454718586785,29
567,26,51337.45804899742,3
568,61,68251.81546649888,14
569,63,59394.816056661955,2
570,58,69461.08817950958,4
571,30,72630.48745426579,26
572,62,61779.417315650666,19
573,65,83341.21621599355,12
574,41,67636.36747162144,10
575,59,69124.90336373329,18
576,24,31163.696136024086,12
577,54,15261.37254506135,21
578,67,21452.446426874747,11
579,25,55610.6748215621,26
580,48,106448.57415259152,6
581,35,89774.56926113163,18
582,53,54026.578199873504,29
583,28,73761.14976182677,14
584,51,48999.77738454973,16
585,39,77739.00704468501,7
586,65,29462.2990561159,17
587,31,56514.83142434065,13
588,33,59797.95957297905,6
589,69,50681.902924330905,17
590,60,70600.20033134315,16
591,30,53775.933047071194,4
592,50,78186.75562509896,2
593,51,70511.76145696494,26
594,47,42560.6016393702,6
595,58,61179.700176552025,24
596,23,57001.29397306546,9
597,38,54522.48604728368,5
598,41,31022.15967503944,11
599,68,96245.79877657193,22
600,34,76733.65770197418,5
601,54,65844.86744651335,10
602,42,36263.378347499776,20
603,42,50510.045775256556,2
604,68,59212.206526946095,20
605,36,83491.27789298253,7
606,36,81818.8287928585,26
607,60,31866.939092865457,10
608,51,32322.42369646066,17
609,43,43067.02647440076,23
610,46,37837.19935791418,15
611,31,100703.31599156381,2
612,45,78222.10655651652,13
613,27,61005.9213376902,1
614,41,42737.68173947968,19
615,69,44438.11150490988,26
616,38,93821.92652561142,29
617,63,65304.78367976421,21
618,61,43131.44732542969,19
619,24,32703.858124855204,11
620,24,65186.69109242638,14
621,58,89165.93569373664,27
622,51,38574.77077697468,14
623,58,38449.99013856291,8
624,26,78177.77906436031,10
625,43,43981.96575013692,1
626,43,63426.47497983004,12
627,37,85511.82483743096,3
628,35,56438.2293230415,16
629,59,74189.80524677121,11
630,24,44569.66295386968,23
631,29,81508.28934046582,19
632,63,78170.62541848166,15
633,34,63192.75240094185,19
634,58,92185.2246479775,11
635,54,113006.10713262786,29
636,63,50519.434228333565,5
637,39,81612.13326410997,5
638,27,92428.83326410566,2
639,55,57006.94333022633,29
640,61,80656.84292256016,22
641,23,73291.02522496419,5
642,41,40172.97758379381,7
643,35,48896.58877055804,4
644,36,43962.61731518802,18
645,47,77536.51996047774,3
646,29,35311.85590228656,4
647,51,20016.316735026892,4
648,27,99581.85169442915,20
649,47,52178.96440354043,7
650,35,13827.501334691362,29
651,24,40628.886926196705,8
652,29,70992.89934594774,7
653,43,65381.088093364364,7
654,59,57847.62593760288,10
655,36,22347.00630062964,28
656,29,85818.95563567005,22
657,22,86361.96655079178,23
658,26,89570.5232697174,23
659,50,58332.84461258805,5
660,60,55117.7605807802,6
661,29,27404.391342588297,15
662,24,46798.32279153989,21
663,43,22735.436778905125,24
664,51,25113.543068873303,29
665,38,16069.423452726965,8
666,47,68648.33915500024,16
667,51,78268.68166019114,14
668,26,54934.36464880327,20
669,29,60129.38352636217,7
670,25,57722.36272409083,20
671,52,66876.11620615933,9
672,34,42518.23612479027,26
673,52,60213.99457186987,19
674,25,57108.70518337064,5
675,23,68317.2125339453,4
676,38,76106.12313337307,9
677,26,51469.55163894367,24
678,45,38695.11680823881,13
679,51,70384.74197116724,13
680,43,78536.49783723144,28
681,50,32641.451926074424,3
682,62,67589.40850809963,6
683,22,89555.43721951034,3
684,53,72333.15812261301,5
685,33,83221.56157895767,4
686,32,25985.73106369804,23
687,65,59690.966236664324,19
688,43,82118.75096086382,19
689,37,81822.53994222518,22
690,29,92404.25347050151,15
691,44,26590.94433242525,3
692,57,89738.04596933369,13
693,58,37522.97828441925,9
694,23,55950.28868245658,20
695,34,46470.782883423424,25
696,28,79348.14261496594,16
697,50,30304.768905478853,10
698,56,84403.70183576799,1
699,53,77025.63922025062,28
700,61,69306.88732729183,29
701,28,81873.1599255204,23
702,35,34364.46035809262,20
703,69,96470.7550399433,10
704,53,37665.83570960334,4
705,43,69481.08013602319,28
706,42,30609.996585780576,16
707,52,81236.65119780925,22
708,64,80991.91410570285,14
709,50,59874.41692043096,10
710,67,23218.962355717762,17
711,50,66680.23858531339,8
712,24,70614.83377081796,12
713,25,32154.577143467344,29
714,46,33874.39439096236,15
715,58,49829.329221401415,19
716,40,81232.73626478435,14
717,68,45475.26298986675,28
718,26,59451.05522955462,10
719,45,16897.145957701607,7
720,31,63002.146767015656,25
721,65,44518.906508441134,26
722,57,26615.89179185275,9
723,66,34757.67694533869,28
724,47,58594.54608566277,9
725,39,58101.06318407197,1
726,24,75515.78015679754,5
727,29,62869.69907304478,25
728,22,83204.07921069679,27
729,28,38602.28414544878,26
730,30,81597.3691560502,4
731,45,57651.08073162322,21
732,60,75192.25793815324,11
733,63,53019.96138776414,21
734,49,89960.1886577344,8
735,36,63755.622904929056,13
736,54,54567.086094243845,6
737,50,62007.32177171574,3
738,46,85760.98122366324,24
739,24,87853.50599761575,9
740,51,58840.07878986293,9
741,37,77673.65190872281,14
742,56,15571.568488357945,14
743,32,44581.46273691969,8
744,23,93602.19294021049,2
745,51,50071.511913726994,20
746,30,66035.047601142,26
747,26,46767.64647979182,21
748,29,34559.28442038401,19
749,38,57545.72330897912,29
750,59,57700.324607628856,13
751,38,59690.34022554113,15
752,33,67074.5901919813,24
753,37,60120.65995001859,2
754,45,7771.721523477878,1
755,43,93236.00792925213,7
756,48,50703.841734520145,16
757,22,80481.23083202238,16
758,30,40672.98262636963,18
759,25,80241.27154594171,23
760,67,37905.42655050213,4
761,26,79615.44478658197,14
762,37,59348.26497944054,13
763,44,37573.17697216995,28
764,61,63056.0114356816,3
765,24,63008.99631531367,20
766,63,40586.534230434176,15
767,53,69830.90328475597,1
768,45,48147.22864591091,2
769,59,79584.08547854715,20
770,65,65189.75631479994,11
771,33,55486.64412689593,3
772,28,57923.1321633192,8
773,56,47585.63888073874,6
774,59,43017.23439836855,29
775,51,46336.429503278734,13
776,35,35088.5079652129,15
777,56,63849.40635389854,26
778,46,55559.27736978631,8
779,43,83736.78463914395,4
780,41,75509.01253587555,27
781,52,36985.20022266473,3
782,60,23807.612879148888,19
783,69,34068.99273411371,3
784,23,43008.37170783111,22
785,52,57128.19177941335,6
786,38,28126.663049077648,20
787,43,83514.70064554396,24
788,47,58026.58388521402,22
789,41,30176.791183391055,20
790,23,32621.13885833343,17
791,27,36381.84917680755,7
792,37,42756.72818779098,5
793,59,18263.25794008148,21
794,55,53541.76388166646,8
795,38,73278.34997814182,11
796,30,63175.54583950097,7
797,65,29216.534111210458,24
798,62,71917.93416738739,1
799,30,36472.01654395872,7
800,33,86079.17495489103,22
801,23,44727.4100659083,24
802,57,48286.15290555899,5
803,25,39202.841238875975,8
804,39,70168.27006874108,24
805,61,38887.36647227105,7
806,39,53036.98037768851,29
807,51,51092.51416748084,27
808,54,53806.27274908523,16
809,60,71857.53833192712,17
810,22,60689.09603588959,21
811,27,58646.42964226757,26
812,50,85853.8144452534,7
813,53,51256.07763837797,20
814,68,97517.07545782052,21
815,40,89866.2639238666,19
816,32,82525.97366685263,21
817,31,74624.42667626461,27
818,46,31314.852794125654,18
819,69,72336.30308328875,3
820,37,51492.939159089874,4
821,46,47049.59034521226,4
822,49,69220.60330247505,24
823,46,56685.257897588475,16
824,65,36241.646044691275,23
825,67,40052.767611766816,23
826,66,62485.09184463696,15
827,57,83051.71089115372,6
828,68,71790.85349209092,3
829,66,42208.36257475191,21
830,27,69051.1406725921,1
831,65,61168.52248004784,27
832,48,109902.5910882065,12
833,67,63336.23011297118,10
834,58,43511.11263795489,25
835,30,56563.59772845492,22
836,60,49425.68178428559,13
837,43,73384.53110835029,23
838,32,39170.16019881812,13
839,62,75566.91273373875,29
840,69,43571.12361801359,15
841,50,74930.02416257976,15
842,40,58837.4378666213,10
843,47,62156.94657777991,18
844,38,71679.26817351906,11
845,47,39341.626080724214,21
846,68,80865.23403572291,13
847,61,74950.23904881711,7
848,65,58306.25086861494,2
849,53,43749.10588660108,27
850,26,75668.47331623896,22
851,52,63495.28053033751,8
852,49,41657.97879580857,21
853,27,83759.20174850027,28
854,69,76275.42102865035,29
855,44,59154.46442526465,1
856,57,64807.21311718537,1
857,47,74086.8283854014,7
858,53,47344.96105377396,13
859,26,37888.20881012449,9
860,58,53211.19569136771,15
861,32,91552.96382744974,29
862,66,71986.24615627255,12
863,38,54672.3437835188,28
864,55,61366.61836640469,15
865,63,43800.33860363937,2
866,59,85107.7953909782,8
867,31,80792.24178307789,26
868,31,55777.800619275455,12
869,29,50481.829977105284,24
870,34,93610.74586352217,15
871,30,57801.73064099399,27
872,29,69603.44287674614,17
873,26,48221.75790966859,26
874,31,59460.82197621547,13
875,52,47513.55479243091,4
876,24,74598.57164589329,27
877,51,73357.10183131664,10
878,57,73508.05495927493,22
879,41,69070.82487697333,18
880,26,55485.99198658166,15
881,56,92429.52578999125,15
882,56,54612.388992665685,22
883,54,36258.55587881298,2
884,59,101627.49144908073,11
885,23,69919.41467547746,27
886,42,53703.83499504484,13
887,54,47623.51668239137,19
888,30,78845.29424677862,8
889,37,75126.45678230081,6
890,31,76035.78165169405,17
891,65,45773.84369571696,4
892,35,57608.1231903242,29
893,34,73290.70330169139,5
894,27,65779.05838173449,24
895,32,36478.0877358766,2
896,23,72576.08933395962,27
897,48,60210.83719187336,27
898,58,72267.34230150937,16
899,64,108918.25783430357,23
900,61,56901.029219013406,15
901,51,57550.375430729306,13
902,34,51442.89207264557,27
903,40,46424.83327842355,16
904,44,86977.08022621382,20
905,62,68533.4258112026,23
906,66,89089.95258849996,26
907,53,56762.95933688835,16
908,37,38716.281267501996,10
909,38,69096.3317977066,29
910,63,69282.72188820358,28
911,47,73322.10116318552,15
912,31,42350.17620527324,17
913,59,29702.978271269007,1
914,30,64561.40247391081,4
915,32,88213.35223482951,5
916,41,52997.656337742206,11
917,28,53108.72196379218,1
918,40,50623.48372549443,13
919,65,67416.76412381367,12
920,65,63219.237504122924,7
921,25,59883.57927895996,18
922,47,62967.0434949671,16
923,47,69208.77728642279,2
924,25,52624.04937429518,6
925,31,63685.06288168306,2
926,37,73670.82896718715,28
927,53,76180.47179504577,8
928,42,32987.18314007024,11
929,56,75512.15680024766,16
930,28,38659.90554849173,25
931,27,72911.99417291812,1
932,37,43398.1047504126,28
933,54,105986.41363814943,6
934,54,61548.457933576334,10
935,47,27724.972864990286,17
936,38,42761.820214882995,5
937,59,67121.91025356276,7
938,57,76792.74201347459,26
939,24,70415.69336640059,1
940,38,55273.821954571904,24
941,23,56146.40500376266,18
942,30,63685.38495661377,2
943,65,109868.27189356876,25
944,67,46935.882272413095,9
945,36,28957.919478439682,23
946,49,59227.143693711114,29
947,55,53607.4001286416,21
948,62,56432.99587083646,4
949,23,69151.39599807124,2
950,31,105950.26147565994,2
951,35,69636.51279782863,24
952,29,46125.820354997755,3
953,31,72442.12870339972,1
954,56,30897.557819762744,14
955,31,37389.28034643858,14
956,60,72393.9113975724,7
957,22,60386.18541958144,26
958,65,76588.02846850945,8
959,66,61383.82912734294,16
960,64,43719.52122464076,19
961,47,89804.23800698541,8
962,24,77690.05417410556,15
963,22,39818.03650668205,28
964,50,82913.59885891936,23
965,32,82649.63295702497,12
966,29,55062.88971722963,3
967,46,68234.5148951191,21
968,28,24609.928463510463,27
969,28,66984.35046369937,19
970,42,95132.60262508324,29
971,44,60541.61028597283,19
972,65,70738.78501955577,6
973,68,74711.9291510967,27
974,46,38104.99752684267,23
975,51,68091.1688711869,17
976,28,86596.40809688345,19
977,47,48460.399717002074,15
978,44,62316.518957588654,4
979,51,50712.740756813946,27
980,33,59911.087235318795,11
981,65,68456.50998748413,17
982,64,53050.4550879217,29
983,58,39005.344007151085,10
984,32,44996.77311186524,10
985,63,17317.173836768983,15
986,57,98063.23158205979,23
987,46,58142.01979685496,27
988,34,69534.54198310158,16
989,54,42585.16447324786,20
990,22,57524.0643310063,20
991,31,80109.35702533947,18
992,64,70965.35871247531,12
993,40,48595.97910188853,2
994,51,44898.88640262508,29
995,48,98689.31593307282,6
996,41,82381.80178097784,27
997,48,31190.148295709143,13
998,46,24311.451869853532,9
